port,cargo_type,customer_type,industry,transport_mode,distance_km,transport_cost,port_cost,total_cost,delay_occurred,delay_days,monthly_spend_value,shipment_frequency,storage_required,storage_days,express_required,loss_due_to_delay,customer_satisfaction,will_choose_portkart
JNPT,Hazardous,Importer,Electronics,Rail,103,84283,20234,104517,0,0,209034,10,0,4,0,0,2,1
Cochin,Container,Exporter,FMCG,Multi-modal,436,58199,23841,82040,0,0,410200,6,0,4,1,0,5,1
Chennai,Container,Retailer,Chemicals,Multi-modal,514,41401,39643,81044,0,0,162088,8,1,2,1,0,5,1
Mundra,Liquid,Distributor,Machinery,Road,82,88861,39176,128037,0,0,896259,7,1,4,0,0,4,1
Chennai,Container,Retailer,Electronics,Road,1287,60936,38591,99527,1,1,796216,11,1,3,0,9680,5,1
Mundra,Bulk,Retailer,Chemicals,Rail,1177,73870,25243,99113,0,0,297339,9,0,5,1,0,1,1
JNPT,Liquid,Exporter,Textiles,Road,1412,47659,30601,78260,1,1,234780,11,0,5,1,6102,4,1
Chennai,Liquid,Importer,Electronics,Rail,1315,73840,20215,94055,1,1,752440,10,0,2,0,8763,4,1
JNPT,Liquid,Retailer,Machinery,Rail,326,74464,31185,105649,0,0,316947,14,0,6,1,0,2,1
Mundra,Bulk,Importer,Machinery,Road,1308,84254,21757,106011,0,0,742077,12,0,1,1,0,5,1
Mundra,Liquid,Distributor,Textiles,Multi-modal,1163,53979,31755,85734,1,4,428670,14,0,4,0,38192,1,1
Mundra,Liquid,Distributor,FMCG,Road,668,71030,20619,91649,1,3,549894,11,0,2,1,19098,5,1
Mundra,Hazardous,Exporter,Textiles,Multi-modal,642,76191,30211,106402,0,0,212804,11,1,2,1,0,4,1
JNPT,Container,Exporter,Textiles,Road,219,58020,28155,86175,1,2,689400,12,1,2,0,13444,5,1
Chennai,Container,Importer,Electronics,Rail,1320,80386,38060,118446,0,0,592230,11,1,3,0,0,1,1
Cochin,Liquid,Importer,Textiles,Multi-modal,1432,68482,29171,97653,0,0,683571,11,1,6,0,0,5,1
Kolkata,Container,Retailer,FMCG,Road,1131,57076,39546,96622,0,0,193244,10,0,4,1,0,1,1
JNPT,Container,Exporter,Chemicals,Road,1329,65792,30593,96385,1,1,578310,11,1,3,0,7242,4,1
Mundra,Liquid,Distributor,FMCG,Road,454,41132,20699,61831,0,0,494648,14,1,2,1,0,2,0
Kolkata,Container,Importer,Chemicals,Rail,524,79464,29583,109047,0,0,872376,4,1,3,0,0,2,1
Kolkata,Liquid,Exporter,Machinery,Road,912,67056,26614,93670,0,0,468350,14,0,6,0,0,5,1
JNPT,Hazardous,Exporter,Machinery,Road,261,78213,21380,99593,1,4,796744,3,1,3,1,27736,4,1
Kolkata,Hazardous,Exporter,FMCG,Rail,751,60466,32707,93173,1,1,559038,5,0,3,0,1205,1,1
Chennai,Liquid,Exporter,Machinery,Rail,710,60195,31814,92009,0,0,644063,8,0,3,0,0,3,1
Mundra,Liquid,Exporter,Electronics,Road,485,48712,29168,77880,1,2,545160,9,0,5,0,7600,1,1
JNPT,Liquid,Retailer,Textiles,Rail,1074,73872,30728,104600,0,0,313800,7,1,5,1,0,2,1
Chennai,Container,Importer,Electronics,Multi-modal,610,58504,24357,82861,1,1,331444,12,1,5,0,5287,1,1
JNPT,Liquid,Exporter,FMCG,Road,900,84814,39555,124369,1,4,621845,11,1,3,1,20692,2,1
JNPT,Bulk,Exporter,Machinery,Multi-modal,951,77564,33046,110610,0,0,442440,9,0,1,1,0,5,1
Chennai,Hazardous,Exporter,Textiles,Multi-modal,1162,73767,32812,106579,1,2,426316,4,0,4,1,8186,3,1
JNPT,Container,Retailer,Textiles,Multi-modal,1283,83526,39661,123187,1,3,369561,4,1,4,0,3336,4,1
Cochin,Liquid,Importer,Electronics,Rail,1142,72026,36523,108549,1,1,651294,6,1,3,0,1049,1,1
Chennai,Bulk,Importer,Electronics,Road,1157,66049,32253,98302,0,0,491510,6,0,6,0,0,5,1
Kolkata,Container,Retailer,Machinery,Rail,66,55166,39145,94311,1,4,282933,2,1,2,0,11952,2,1
Mundra,Hazardous,Importer,Textiles,Rail,635,54256,27162,81418,1,2,162836,6,1,2,0,5036,4,1
Chennai,Container,Exporter,FMCG,Rail,1207,69267,23554,92821,1,2,556926,11,1,1,0,17038,1,1
Chennai,Hazardous,Distributor,FMCG,Road,1152,58689,27619,86308,1,2,172616,11,1,3,1,4542,4,1
Mundra,Bulk,Importer,Electronics,Multi-modal,1493,81243,24396,105639,0,0,211278,9,0,6,1,0,1,1
Mundra,Bulk,Distributor,Machinery,Multi-modal,1482,58485,32977,91462,0,0,365848,12,0,4,0,0,1,1
Chennai,Bulk,Distributor,FMCG,Rail,261,69943,20859,90802,1,1,181604,13,1,1,0,9342,4,1
JNPT,Container,Exporter,Textiles,Road,995,76932,38730,115662,0,0,1040958,3,1,2,0,0,2,1
Mundra,Bulk,Exporter,Textiles,Rail,919,44370,25283,69653,1,1,626877,1,0,3,1,1690,2,1
JNPT,Container,Importer,Chemicals,Road,598,69061,28024,97085,0,0,485425,9,1,3,0,0,5,1
Mundra,Liquid,Distributor,Chemicals,Multi-modal,1408,45307,28933,74240,0,0,371200,12,1,2,0,0,3,1
Mundra,Container,Importer,Chemicals,Multi-modal,1202,63299,28326,91625,0,0,641375,7,0,6,1,0,1,1
Cochin,Hazardous,Importer,FMCG,Multi-modal,1012,89796,22032,111828,0,0,670968,13,0,4,0,0,4,1
Cochin,Container,Retailer,Electronics,Road,110,42187,31707,73894,0,0,221682,10,1,1,0,0,5,0
Kolkata,Bulk,Exporter,Electronics,Road,878,41200,35721,76921,0,0,692289,9,1,3,0,0,1,0
Cochin,Bulk,Distributor,Electronics,Multi-modal,775,50704,26219,76923,1,3,538461,9,0,5,0,11100,4,1
Cochin,Container,Distributor,FMCG,Rail,711,76455,36980,113435,1,2,567175,6,0,6,0,11466,3,1
Mundra,Liquid,Exporter,FMCG,Road,1307,61113,21673,82786,1,3,413930,12,0,6,0,9882,3,1
Kolkata,Hazardous,Retailer,Electronics,Multi-modal,244,83370,25628,108998,0,0,217996,10,1,2,0,0,2,1
Mundra,Liquid,Importer,Electronics,Road,881,41920,31169,73089,0,0,584712,13,0,2,0,0,5,0
Mundra,Container,Distributor,Electronics,Multi-modal,300,45126,20816,65942,1,1,131884,13,0,5,0,4893,4,1
JNPT,Hazardous,Retailer,Textiles,Rail,1272,73272,29813,103085,1,3,515425,14,0,3,0,18171,1,1
Cochin,Liquid,Distributor,FMCG,Multi-modal,433,44234,23764,67998,0,0,135996,2,1,6,1,0,1,1
Kolkata,Liquid,Retailer,Machinery,Road,384,70835,31064,101899,1,2,305697,4,1,5,0,2004,3,1
Kolkata,Liquid,Retailer,Textiles,Rail,1308,62387,22890,85277,1,3,767493,2,1,1,0,5010,4,1
Mundra,Container,Retailer,FMCG,Road,1441,53006,35768,88774,0,0,177548,13,1,2,1,0,3,1
Cochin,Liquid,Retailer,Electronics,Multi-modal,269,81003,39996,120999,0,0,604995,6,0,2,0,0,3,1
Cochin,Hazardous,Exporter,Chemicals,Rail,1342,40489,31748,72237,0,0,505659,11,1,3,0,0,3,1
Mundra,Bulk,Exporter,Electronics,Rail,563,46859,28841,75700,0,0,605600,2,1,3,1,0,2,1
JNPT,Hazardous,Exporter,Textiles,Rail,110,68453,30744,99197,0,0,694379,1,1,5,1,0,5,1
Mundra,Bulk,Importer,Machinery,Multi-modal,1280,40922,39299,80221,1,2,641768,4,1,6,1,9880,4,1
Kolkata,Container,Retailer,Machinery,Road,657,69063,23748,92811,0,0,649677,3,0,5,1,0,2,1
JNPT,Hazardous,Exporter,Machinery,Rail,1331,86778,31767,118545,0,0,711270,8,0,1,1,0,3,1
Kolkata,Hazardous,Distributor,Machinery,Multi-modal,400,73724,29306,103030,1,2,412120,13,0,1,0,7928,3,1
Chennai,Bulk,Distributor,FMCG,Road,1041,69179,26644,95823,0,0,670761,4,1,3,1,0,5,1
Cochin,Container,Exporter,Textiles,Rail,123,50776,20067,70843,1,3,283372,13,0,1,1,9774,3,1
Mundra,Liquid,Retailer,FMCG,Rail,1186,43262,37722,80984,0,0,485904,10,1,6,0,0,3,1
Cochin,Bulk,Distributor,Textiles,Road,989,86646,26837,113483,0,0,907864,5,0,1,0,0,1,1
Mundra,Bulk,Distributor,Chemicals,Rail,992,69504,26982,96486,0,0,771888,1,0,6,1,0,4,1
Mundra,Hazardous,Importer,Chemicals,Rail,215,48566,27226,75792,1,4,682128,3,1,2,1,20432,5,1
Mundra,Container,Importer,Chemicals,Road,345,59173,29802,88975,0,0,800775,10,1,1,1,0,4,0
Chennai,Liquid,Retailer,Electronics,Multi-modal,228,63596,21262,84858,1,3,509148,4,0,2,0,12882,1,1
Cochin,Bulk,Exporter,FMCG,Rail,974,54715,25750,80465,0,0,160930,3,1,3,1,0,4,1
Mundra,Bulk,Distributor,Chemicals,Multi-modal,534,66899,24145,91044,0,0,273132,4,0,5,1,0,4,1
Chennai,Bulk,Retailer,FMCG,Multi-modal,1122,65479,33404,98883,0,0,494415,4,0,5,1,0,5,1
Mundra,Bulk,Retailer,FMCG,Multi-modal,1448,84254,25457,109711,0,0,877688,11,1,6,1,0,5,1
Mundra,Hazardous,Retailer,Electronics,Road,1320,62765,39567,102332,0,0,818656,10,0,2,0,0,2,1
JNPT,Bulk,Importer,Electronics,Multi-modal,155,45208,20687,65895,0,0,329475,7,0,5,0,0,1,1
Kolkata,Bulk,Distributor,Chemicals,Rail,1284,79892,37228,117120,1,3,585600,12,0,1,0,15429,2,1
Kolkata,Liquid,Importer,Electronics,Road,1463,87327,31069,118396,1,1,236792,3,0,1,1,2881,4,1
Kolkata,Liquid,Retailer,Chemicals,Road,1485,88920,31084,120004,1,2,960032,3,0,6,1,3438,5,1
JNPT,Bulk,Exporter,Chemicals,Road,876,66143,31874,98017,1,4,392068,13,0,5,1,5228,1,1
JNPT,Liquid,Exporter,Chemicals,Road,688,77588,31001,108589,0,0,868712,10,1,1,1,0,5,1
JNPT,Bulk,Retailer,FMCG,Rail,158,85536,23968,109504,0,0,219008,7,1,3,1,0,3,1
Cochin,Liquid,Importer,FMCG,Rail,771,66096,28347,94443,1,4,755544,1,1,5,1,5988,5,1
Mundra,Container,Distributor,Textiles,Multi-modal,1274,70676,34996,105672,0,0,211344,4,1,4,0,0,1,1
JNPT,Hazardous,Importer,Electronics,Multi-modal,189,74485,39456,113941,1,3,341823,1,0,6,0,18144,3,1
Kolkata,Container,Distributor,Textiles,Multi-modal,322,76071,39497,115568,0,0,462272,1,1,2,0,0,2,1
Cochin,Container,Retailer,Textiles,Multi-modal,905,65074,24917,89991,0,0,179982,1,0,3,1,0,4,0
Chennai,Container,Exporter,Machinery,Multi-modal,1317,51410,34519,85929,0,0,257787,4,1,2,0,0,5,1
Kolkata,Bulk,Retailer,Textiles,Rail,301,69648,23176,92824,0,0,464120,3,1,3,1,0,2,1
Mundra,Hazardous,Retailer,Chemicals,Multi-modal,186,50848,33255,84103,1,2,420515,8,1,6,0,19456,2,1
Chennai,Bulk,Retailer,FMCG,Multi-modal,201,71349,31241,102590,1,4,923310,5,0,2,0,5080,3,1
Kolkata,Container,Importer,FMCG,Multi-modal,1205,72299,35641,107940,1,3,863520,7,1,1,1,14016,2,1
Chennai,Bulk,Importer,Machinery,Road,933,86040,25552,111592,1,1,781144,6,0,2,1,3925,4,1
JNPT,Container,Retailer,Chemicals,Multi-modal,520,65464,36260,101724,0,0,406896,4,0,2,0,0,3,1
Chennai,Hazardous,Exporter,Machinery,Road,1310,50377,27347,77724,0,0,621792,5,0,5,1,0,5,0
Cochin,Container,Importer,Chemicals,Multi-modal,766,70266,34011,104277,1,3,521385,11,1,5,0,29769,2,1
JNPT,Liquid,Distributor,Chemicals,Road,946,71417,38103,109520,0,0,876160,7,1,5,0,0,1,1
JNPT,Liquid,Exporter,Textiles,Road,1281,46837,21449,68286,1,1,478002,8,1,1,0,9848,1,1
Cochin,Bulk,Distributor,Machinery,Multi-modal,318,46509,27693,74202,0,0,445212,1,0,5,1,0,1,0
Mundra,Bulk,Distributor,Textiles,Rail,195,84036,37369,121405,0,0,849835,4,0,1,1,0,3,1
Chennai,Liquid,Retailer,Textiles,Rail,481,67042,38850,105892,0,0,529460,12,1,5,0,0,1,1
Chennai,Hazardous,Retailer,Chemicals,Multi-modal,781,84172,35161,119333,0,0,715998,14,1,5,1,0,2,1
Chennai,Bulk,Retailer,Machinery,Rail,632,44887,23854,68741,1,1,549928,8,1,3,0,2001,5,1
JNPT,Hazardous,Distributor,Machinery,Road,472,59229,29673,88902,0,0,266706,12,1,3,1,0,5,0
Mundra,Container,Exporter,FMCG,Rail,1497,79531,39459,118990,1,2,1070910,10,1,1,0,7342,3,1
Chennai,Bulk,Distributor,Electronics,Multi-modal,465,44906,27263,72169,1,4,144338,6,1,6,0,34804,1,1
Kolkata,Bulk,Retailer,Chemicals,Multi-modal,1343,59190,37356,96546,1,3,193092,1,1,1,0,8442,2,1
Chennai,Container,Distributor,Electronics,Rail,1310,53380,35406,88786,0,0,710288,8,1,1,1,0,2,1
JNPT,Bulk,Exporter,Textiles,Rail,148,85430,26782,112212,0,0,785484,11,0,5,0,0,5,1
JNPT,Hazardous,Exporter,Textiles,Multi-modal,833,45695,26401,72096,1,2,216288,1,0,2,0,4024,3,1
Mundra,Hazardous,Exporter,Chemicals,Road,1048,53675,24586,78261,0,0,704349,6,1,2,0,0,3,1
Kolkata,Hazardous,Importer,Chemicals,Road,569,68202,20016,88218,0,0,176436,5,1,4,1,0,2,1
Cochin,Hazardous,Retailer,Chemicals,Multi-modal,510,74172,23982,98154,0,0,687078,10,0,5,0,0,4,1
Cochin,Hazardous,Importer,FMCG,Road,999,44933,24926,69859,0,0,489013,4,1,5,0,0,2,1
Cochin,Liquid,Exporter,Chemicals,Road,1060,58293,26364,84657,0,0,423285,3,1,6,1,0,1,1
Kolkata,Container,Retailer,Textiles,Road,327,81347,23121,104468,0,0,522340,10,1,5,1,0,1,1
Mundra,Liquid,Distributor,Textiles,Road,1262,44675,21170,65845,0,0,526760,3,0,5,1,0,3,1
Kolkata,Bulk,Exporter,Machinery,Multi-modal,1180,75131,25983,101114,1,2,808912,8,0,3,0,19064,4,1
Mundra,Liquid,Exporter,Electronics,Multi-modal,1254,75422,31984,107406,1,4,966654,10,0,2,1,30212,3,1
Mundra,Liquid,Distributor,Textiles,Road,231,79404,27362,106766,0,0,320298,2,0,2,1,0,4,1
Kolkata,Container,Retailer,Electronics,Rail,603,44873,28635,73508,1,1,441048,5,1,5,1,9376,4,1
Mundra,Liquid,Distributor,FMCG,Road,637,62056,30401,92457,0,0,184914,10,0,2,1,0,4,1
Kolkata,Bulk,Importer,FMCG,Multi-modal,618,86514,35995,122509,1,2,490036,14,1,5,0,6344,5,1
Mundra,Bulk,Exporter,Chemicals,Road,1493,70564,23981,94545,1,2,472725,6,1,5,1,11070,1,1
JNPT,Container,Retailer,Textiles,Multi-modal,1014,47697,34629,82326,0,0,740934,4,0,3,1,0,4,0
JNPT,Container,Distributor,Chemicals,Road,730,58748,34022,92770,0,0,742160,6,0,4,1,0,5,1
Chennai,Hazardous,Distributor,Machinery,Multi-modal,1428,89767,22253,112020,0,0,224040,1,1,3,1,0,5,1
Chennai,Hazardous,Distributor,FMCG,Road,886,88328,36156,124484,0,0,248968,12,0,1,1,0,4,1
Kolkata,Liquid,Retailer,Machinery,Rail,577,47754,34246,82000,1,4,328000,3,1,6,0,12960,2,1
Cochin,Liquid,Importer,Textiles,Road,180,78736,27493,106229,0,0,956061,12,0,5,0,0,4,1
Kolkata,Container,Retailer,Textiles,Road,220,75912,33990,109902,1,2,439608,13,0,4,0,4998,4,1
Cochin,Container,Exporter,Textiles,Rail,348,50450,22035,72485,0,0,217455,13,1,1,1,0,3,1
Kolkata,Liquid,Distributor,FMCG,Multi-modal,1348,68621,38186,106807,1,3,427228,6,1,4,1,27315,4,1
JNPT,Liquid,Retailer,Textiles,Multi-modal,1390,52615,21466,74081,0,0,592648,4,0,4,1,0,4,1
Chennai,Liquid,Importer,Machinery,Rail,165,61924,20599,82523,1,1,165046,6,1,3,1,7448,2,1
Chennai,Hazardous,Exporter,Textiles,Multi-modal,362,87080,27382,114462,1,2,572310,10,0,6,0,16016,4,1
Chennai,Bulk,Retailer,Machinery,Road,128,73040,33007,106047,0,0,530235,14,1,1,0,0,5,1
Kolkata,Bulk,Exporter,Electronics,Rail,699,51350,23590,74940,1,2,149880,9,0,5,1,14212,4,1
JNPT,Container,Retailer,Textiles,Rail,779,55284,21211,76495,0,0,152990,4,0,6,1,0,5,1
Chennai,Hazardous,Exporter,Electronics,Rail,1229,48947,33946,82893,1,4,580251,12,0,3,0,33416,4,1
Cochin,Container,Distributor,Chemicals,Rail,1351,77167,25037,102204,1,3,204408,11,1,4,1,22095,4,1
Mundra,Bulk,Importer,FMCG,Multi-modal,1163,68926,21478,90404,1,3,271212,13,1,6,1,10935,3,1
Cochin,Bulk,Distributor,FMCG,Road,911,47933,25476,73409,0,0,220227,11,0,1,1,0,4,0
Cochin,Container,Distributor,Machinery,Rail,323,74493,31380,105873,0,0,529365,3,0,3,1,0,5,1
Mundra,Container,Retailer,FMCG,Road,1171,72698,35966,108664,1,4,434656,13,1,6,1,16972,2,1
JNPT,Liquid,Importer,Chemicals,Multi-modal,482,84116,29782,113898,0,0,911184,9,1,5,1,0,5,1
Cochin,Bulk,Importer,FMCG,Multi-modal,974,81439,31706,113145,0,0,905160,11,0,3,0,0,5,1
Chennai,Bulk,Retailer,FMCG,Multi-modal,646,76133,36972,113105,1,3,1017945,3,0,5,0,13701,1,1
Kolkata,Bulk,Importer,Electronics,Rail,1481,57400,26470,83870,0,0,587090,1,0,4,0,0,3,1
JNPT,Container,Exporter,Chemicals,Road,220,87115,21689,108804,1,2,217608,6,0,5,0,13298,5,1
Chennai,Bulk,Retailer,Chemicals,Multi-modal,1129,67281,35674,102955,0,0,205910,11,1,1,1,0,1,1
Mundra,Hazardous,Distributor,Machinery,Road,197,81863,34287,116150,1,3,813050,6,1,2,1,15123,5,1
Mundra,Liquid,Distributor,Textiles,Multi-modal,84,44683,36878,81561,0,0,652488,7,0,2,1,0,3,0
Chennai,Bulk,Retailer,Chemicals,Multi-modal,741,60918,30171,91089,0,0,364356,13,1,1,0,0,2,1
Chennai,Hazardous,Retailer,Chemicals,Multi-modal,493,85349,35997,121346,0,0,849422,13,1,4,0,0,5,1
Mundra,Hazardous,Importer,Textiles,Multi-modal,968,46040,39944,85984,0,0,687872,14,0,3,1,0,1,0
Cochin,Container,Distributor,Textiles,Multi-modal,729,61398,21882,83280,0,0,249840,3,1,2,1,0,3,1
Chennai,Container,Importer,Machinery,Road,1250,74924,36184,111108,1,2,999972,7,1,5,1,15544,4,1
JNPT,Hazardous,Importer,Electronics,Road,599,70232,29713,99945,0,0,399780,6,0,3,1,0,3,1
Cochin,Liquid,Importer,Machinery,Road,1108,68311,25650,93961,1,1,469805,14,0,4,0,3476,1,1
Kolkata,Bulk,Distributor,Textiles,Multi-modal,772,59937,32632,92569,0,0,555414,9,1,6,0,0,3,1
JNPT,Bulk,Retailer,Electronics,Road,94,64299,35207,99506,0,0,298518,6,0,2,1,0,3,1
Mundra,Bulk,Exporter,Electronics,Road,1210,83000,24476,107476,1,3,537380,10,1,1,1,28002,3,1
JNPT,Hazardous,Importer,FMCG,Road,574,70966,23332,94298,0,0,282894,4,1,5,1,0,1,1
Chennai,Hazardous,Distributor,Textiles,Road,1371,47533,35103,82636,1,1,330544,13,1,5,1,1548,2,1
Kolkata,Hazardous,Importer,Chemicals,Multi-modal,1224,87411,20198,107609,0,0,968481,13,1,2,0,0,1,1
Mundra,Hazardous,Retailer,Machinery,Rail,920,71926,32496,104422,0,0,208844,12,1,6,0,0,4,1
Cochin,Liquid,Exporter,Electronics,Multi-modal,266,66426,27099,93525,0,0,748200,12,0,3,0,0,3,1
Kolkata,Liquid,Exporter,Textiles,Rail,644,71186,37551,108737,0,0,978633,10,0,5,0,0,3,1
Mundra,Bulk,Retailer,Electronics,Rail,1225,57297,26358,83655,1,2,167310,11,1,3,1,11988,3,1
Cochin,Bulk,Distributor,Textiles,Multi-modal,1185,80537,37071,117608,0,0,1058472,6,0,1,0,0,5,1
Kolkata,Liquid,Distributor,Textiles,Rail,1016,60213,26380,86593,0,0,346372,12,0,1,0,0,2,0
Cochin,Container,Exporter,Textiles,Road,273,45603,22212,67815,0,0,542520,3,1,6,0,0,5,0
Cochin,Liquid,Distributor,FMCG,Rail,767,70480,39323,109803,1,3,329409,2,0,6,0,22242,2,1
Kolkata,Liquid,Retailer,Machinery,Rail,802,61181,34894,96075,1,2,864675,13,0,2,1,10348,4,1
JNPT,Container,Exporter,Machinery,Road,599,82065,21990,104055,1,3,936495,14,1,3,1,16305,5,1
Cochin,Container,Exporter,Textiles,Road,897,54626,27951,82577,1,4,165154,10,0,2,1,6384,2,1
JNPT,Liquid,Importer,Machinery,Road,758,62852,34783,97635,0,0,195270,10,0,2,0,0,4,1
Mundra,Liquid,Importer,Electronics,Multi-modal,146,49637,30490,80127,0,0,240381,1,1,4,1,0,3,0
Chennai,Liquid,Retailer,FMCG,Multi-modal,923,50400,30345,80745,0,0,403725,8,1,1,0,0,5,1
JNPT,Container,Distributor,Textiles,Rail,811,56678,24284,80962,0,0,647696,2,1,4,0,0,2,1
Mundra,Liquid,Retailer,Electronics,Rail,412,87685,24565,112250,1,4,785750,13,0,2,1,14272,3,1
Kolkata,Bulk,Distributor,Textiles,Rail,889,72439,31461,103900,0,0,935100,1,1,1,0,0,3,1
JNPT,Liquid,Retailer,Machinery,Multi-modal,474,65186,33276,98462,1,4,689234,10,1,1,0,33300,2,1
Mundra,Container,Exporter,Textiles,Multi-modal,618,67094,33272,100366,1,4,702562,12,1,3,1,11664,1,1
Kolkata,Container,Importer,Machinery,Multi-modal,110,75525,26464,101989,1,3,611934,6,1,2,1,4755,3,1
JNPT,Container,Distributor,Chemicals,Multi-modal,1235,73302,39846,113148,0,0,905184,14,0,4,1,0,3,1
Mundra,Bulk,Exporter,Electronics,Road,487,64700,37488,102188,0,0,715316,5,1,6,0,0,5,1
JNPT,Liquid,Distributor,Chemicals,Road,616,45529,23918,69447,1,2,138894,11,0,5,0,5180,2,1
JNPT,Hazardous,Distributor,Textiles,Multi-modal,628,48997,27798,76795,0,0,460770,7,0,2,0,0,3,1
Mundra,Hazardous,Distributor,Machinery,Rail,1253,83601,23114,106715,0,0,213430,6,0,2,0,0,2,1
Kolkata,Container,Exporter,FMCG,Multi-modal,105,47099,31360,78459,0,0,627672,9,1,6,0,0,1,0
Chennai,Bulk,Exporter,Chemicals,Rail,496,61118,27366,88484,0,0,176968,10,0,3,1,0,3,0
Cochin,Bulk,Importer,Machinery,Road,1203,56727,32653,89380,0,0,178760,9,1,6,1,0,4,1
JNPT,Container,Importer,Textiles,Road,710,63345,38799,102144,0,0,306432,2,0,5,1,0,5,1
JNPT,Bulk,Exporter,Electronics,Rail,206,40495,31987,72482,1,2,144964,4,1,3,1,17086,3,1
Kolkata,Container,Importer,Textiles,Rail,587,72922,27950,100872,0,0,806976,9,1,2,1,0,5,1
Chennai,Bulk,Importer,Electronics,Multi-modal,692,51049,20786,71835,0,0,143670,11,0,2,0,0,4,1
Kolkata,Container,Exporter,Machinery,Rail,1202,86854,29261,116115,1,4,1045035,1,0,2,1,14044,2,1
Cochin,Liquid,Retailer,Textiles,Rail,139,51397,26031,77428,0,0,619424,14,0,1,1,0,5,0
Kolkata,Liquid,Distributor,Chemicals,Rail,1213,45555,20067,65622,1,3,196866,10,1,1,0,13983,2,1
Kolkata,Bulk,Importer,Machinery,Multi-modal,1410,47067,30151,77218,0,0,154436,14,1,4,1,0,3,0
Chennai,Liquid,Retailer,Machinery,Rail,1207,47489,28269,75758,0,0,227274,13,1,4,1,0,4,1
Kolkata,Liquid,Exporter,Textiles,Rail,133,70429,35732,106161,0,0,849288,11,0,3,0,0,3,1
Cochin,Liquid,Distributor,Machinery,Road,1344,52479,21410,73889,0,0,591112,3,0,6,0,0,5,0
JNPT,Liquid,Exporter,FMCG,Rail,413,80775,21641,102416,1,3,819328,7,1,2,0,22995,2,1
JNPT,Container,Distributor,Chemicals,Rail,1470,83965,31998,115963,0,0,579815,2,1,5,1,0,4,1
Mundra,Container,Distributor,Machinery,Multi-modal,1340,89793,23083,112876,1,2,790132,9,0,4,0,7134,2,1
Chennai,Hazardous,Importer,Chemicals,Road,923,40739,21545,62284,1,4,560556,12,0,6,1,32496,5,1
Kolkata,Bulk,Exporter,Electronics,Rail,1495,67302,31283,98585,1,3,197170,6,1,5,1,10809,2,1
Mundra,Bulk,Importer,Machinery,Rail,106,48433,35653,84086,0,0,252258,14,0,1,0,0,4,1
JNPT,Hazardous,Retailer,Electronics,Rail,593,82955,29513,112468,0,0,787276,10,1,1,0,0,2,1
JNPT,Hazardous,Retailer,Machinery,Rail,579,81302,22623,103925,0,0,207850,1,0,2,1,0,3,1
Mundra,Container,Exporter,Chemicals,Road,955,77265,27933,105198,0,0,631188,7,1,1,0,0,2,1
Mundra,Hazardous,Importer,Textiles,Rail,790,73710,24620,98330,1,4,294990,14,0,2,0,17524,1,1
Kolkata,Hazardous,Exporter,Machinery,Rail,1487,86900,33304,120204,0,0,240408,6,0,3,0,0,2,1
Chennai,Bulk,Exporter,FMCG,Road,534,43326,23659,66985,1,4,334925,6,1,2,0,24368,2,1
Mundra,Hazardous,Retailer,Machinery,Road,1403,46159,33223,79382,1,1,714438,4,0,1,0,1654,2,1
Kolkata,Hazardous,Distributor,Chemicals,Multi-modal,75,48446,23823,72269,0,0,505883,13,0,5,0,0,5,0
Cochin,Container,Distributor,Machinery,Multi-modal,117,82470,38892,121362,0,0,1092258,8,1,5,1,0,2,1
Cochin,Hazardous,Retailer,Chemicals,Rail,333,66331,27688,94019,0,0,658133,8,0,5,1,0,2,1
Cochin,Liquid,Exporter,Chemicals,Road,594,57772,38799,96571,1,3,289713,7,1,1,1,12516,3,1
Mundra,Liquid,Importer,Textiles,Rail,1469,73422,38830,112252,0,0,449008,6,1,2,1,0,4,1
JNPT,Liquid,Retailer,Electronics,Multi-modal,275,43681,36956,80637,1,3,322548,9,1,4,0,25266,5,1
Mundra,Liquid,Retailer,FMCG,Road,1240,76175,26731,102906,0,0,308718,10,0,3,0,0,3,1
Mundra,Bulk,Distributor,Chemicals,Multi-modal,264,45565,21173,66738,0,0,266952,2,0,6,0,0,3,0
Chennai,Bulk,Distributor,Textiles,Rail,1053,51991,26617,78608,0,0,628864,14,1,3,1,0,2,0
JNPT,Bulk,Distributor,Chemicals,Multi-modal,1319,78523,37718,116241,0,0,581205,5,1,4,1,0,5,1
JNPT,Bulk,Importer,Chemicals,Multi-modal,414,77196,20402,97598,0,0,292794,12,0,1,1,0,3,1
Mundra,Bulk,Importer,Machinery,Rail,443,44150,33065,77215,0,0,154430,10,1,3,1,0,5,0
JNPT,Hazardous,Importer,Electronics,Road,1218,84774,23149,107923,0,0,647538,5,1,1,1,0,4,1
Cochin,Hazardous,Exporter,Electronics,Rail,270,70270,30386,100656,1,1,603936,11,0,4,1,7238,1,1
JNPT,Liquid,Exporter,Chemicals,Rail,743,83226,33844,117070,1,4,1053630,9,1,5,1,11248,2,1
JNPT,Container,Distributor,Machinery,Multi-modal,794,41407,28032,69439,1,3,208317,8,0,1,0,15996,5,1
Kolkata,Hazardous,Retailer,Electronics,Multi-modal,250,70828,33509,104337,0,0,626022,1,0,2,0,0,2,1
Mundra,Liquid,Retailer,Chemicals,Multi-modal,886,75144,24378,99522,0,0,796176,7,1,5,1,0,1,1
